"id","name","year","rank"
329241,Thalirukal,1967,
329242,Thaliya Salangaiya,1977,
329243,Thalli Thandrulu,1970,
329244,Thalolam,1998,
329245,Thaman el hub,1964,
329246,Thaman el hurria,1964,
329247,Thamar en Amnon,1962,
329248,"Thamar, das Kind der Berge",1924,
329249,Thamarai Nenjam,1968,
329250,Thambi Durai,1997,
329251,Thambi Pondaatti,1992,
329252,Thambi Thangakambi,1988,
329253,Thambikku Entha Ooru,1984,
329254,Thambikku Oru Paattu,1991,
329255,Thamburatti,1978,
329256,Thames,1948,
329257,Thames River Scene,1899,
329258,"Thames, The",1982,
329259,Thamizhan,2002,
329260,Thamizhariyum Perumal,1942,
329261,Thammil Thammil,1985,
329262,Thammudu,1999,
329263,Thampu,1978,
329264,Thanasakis o politevomenos,1954,
329265,Thanasi pare t'oplo sou,1972,5.8
329266,Thanasi sfikse ki allo to zonari,1980,3.7
329267,"Thanasis stin hora tis sfaliaras, O",1976,8.5
329268,"Thanasis, i Ioulieta kai ta loukanika, O",1970,
329273,Thanatopsis,1962,9.1
329274,Thanatos & Eros,2003,
329275,Thanatos,1985,
329276,Thanatos,1987,
329277,Thanatos,1998,
329278,Thanatos Palace Htel,1979,
329279,"Thanatos tha xanarthei, O",1961,
329280,"Thanatos tou Alexandrou, O",1966,
329281,"Thanatos tou palikariou, O",1961,
329282,Thandavam,2002,
329283,Thandu Vitten Ennai,1991,
329284,Thanedaar,1990,3.1
329285,Thanedarni,1994,
329286,Thaneer Thaneer,1981,
329287,Thanga Kili,1993,
329288,Thanga Magan,1983,
329289,Thanga Mama,1985,
329290,Thanga Manasukkaaaran,1992,
329291,Thanga Thaamaraigal,1991,
329292,Thanga Thambi,1967,
329293,Thanga Valayal,1968,
329294,Thangachi Kalyanam,1989,
329295,Thangai,1967,
329296,Thangaikor Geetham,1983,
329297,Thangamaana Raasa,1989,
329298,Thangamadi Thangam,1984,
329299,Thangamalai Ragasyam,1957,
329300,Thangapathumai,1959,
329301,Thani Kudithanam,1977,
329302,Thani Maram,1980,
329303,Thanikatu Raja,1982,
329304,Thaniniram,1973,
329305,Thaniyavartanam,1987,
329306,Thank Evans,1938,
329307,Thank God He Met Lizzie,1997,5.9
329308,Thank God I'm a Lesbian,1992,7.2
329309,Thank God It's Friday,1978,3.6
329311,Thank Heaven,2001,4.4
329312,Thank the War,2002,
329313,"Thank Ya, Thank Ya Kindly",1991,
329314,Thank You,1925,
329315,Thank You and Good Night,1991,5.8
329316,Thank You Comrades,1978,
329318,Thank You for the Music - Abba-show,2004,
329319,Thank You for the Rubbish,2002,
329320,Thank You Mask Man,1971,6.0
329321,Thank You Mr. Dobson,2002,
329322,Thank You Satan,1989,3.9
329323,"Thank You, Good Night",2001,2.6
329324,"Thank You, Jeeves!",1936,6.1
329325,"Thank You, M'am",1976,
329326,"Thank You, Mistress: A Dungeon Love Story",2000,
329327,"Thank You, Mr. Moto",1937,6.8
329328,"Thank You, Mr. Pepys",1938,
329329,Thank Your Lucky Stars,1943,7.3
329330,Thankakudam,1965,
329331,Thanks a Million,1935,6.3
329333,Thanks Again,1931,
329334,Thanks for Everything,1938,
329335,Thanks for Listening,1937,
329336,Thanks for the Boat Ride,1926,
329337,Thanks for the Buggy Ride,1928,
329339,Thanks for the Memory,1928,
329340,Thanks for the Memory (1938/I),1938,
329341,Thanks for the Memory (1938/II),1938,6.7
329342,Thanks of a Grateful Nation,1998,
329343,Thanks to Gravity,2005,
329344,"Thanks, Mr. Cupid",1936,
329345,Thanksgiving,2004,
329346,Thanksgiving Day,1990,
329347,Thanksgiving Family Reunion,2003,
329348,Thanksgiving Prayer,1991,5.3
329349,"Thanksgiving Promise, The",1986,
329350,"Thanksgiving Story, The",1973,
329351,"Thanksgiving Surprise, A",1910,
329352,"Thanksgiving Tale of Two Turkeys, A",1995,
329353,"Thanksgiving Visitor, The",1967,
329354,Thannal,1978,
329355,Thanthaikupin Thamayan,1960,
329356,Thanthram,1988,
329357,Thanthulli,1979,
329358,Thapadya,1973,
329359,Thappitha Thala,1978,
329360,Thar She Blows!,1952,
329363,Tharalam,2002,
329364,Tharam Marindi,1977,
329365,Tharangam,1979,
329366,Tharattu,1981,
329367,Tharavadu,1994,
329368,Tharavatamma,1966,
329369,Thark,1968,
329370,"Thark, Turkey Time",1932,
329371,Thartharah fawq al-Nil,1971,5.9
329372,Thartharat,1989,
329373,Tharu Oru Janmam Koodi,1978,
329374,Tharunnyam,2001,
329376,Thasippen,1942,
329377,Thaskaraveeran,1957,
329378,That 70's Girl,2003,
329379,That 70's Matrix,2001,4.0
329380,That All May Be One,1968,
329381,That Art Thou,2003,
329382,That Awful Brother,1911,
329383,That Awful Maid,1913,
329384,That Awful Pipe,1909,
329385,That Awful Pipe,1913,
329386,That Boy,1974,
329387,That Boy from Missouri,1913,
329388,That Brennan Girl,1946,
329389,That Brief Moment,2002,
329390,That Brute Simmons,1928,
329391,That Burning Question,1988,5.8
329392,That Burning Sensation,1978,
329393,That Canadian Guy,2001,
329394,That Certain Age,1938,6.3
329395,That Certain Feeling,1956,5.2
329396,That Certain Something,1941,
329397,That Certain Summer,1972,
329398,That Certain Thing,1928,8.0
329399,That Certain Woman,1937,6.1
329400,That Championship Season,1982,5.5
329401,That Championship Season,1999,
329402,That Chink at Golden Gulch,1910,
329403,That City Feller,1911,
329404,That Cold Day in the Park,1969,5.7
329405,That College Life,1913,
329406,That Country Gal,1915,
329407,That Crying Baby,1913,
329408,That Dangerous Age,1949,
329409,That Dare Devil,1911,
329410,That Darn Bill,2004,
329411,That Darn Cat,1997,4.2
329412,That Darn Cat!,1965,6.2
329413,That Darn Punk,2001,
329414,That Dawgone Dog,1917,
329415,That Devil Quemado,1925,
329416,"That Devil, Bateese",1918,
329417,That Englishwoman,1989,
329418,"That Eye, the Sky",1994,5.9
329419,That Fatal Sneeze,1907,6.4
329420,That Fire Within,1993,
329421,That Forsyte Woman,1949,5.7
329422,That French Lady,1924,
329423,That Funny Feeling,1965,5.4
329424,That Gal of Burke's,1916,
329425,That Gang of Hoodlums?,1972,
329426,That Gang of Mine,1940,5.6
329428,That Girl from Oklahoma,1926,
329429,That Girl from Paris,1936,6.9
329430,That Girl in Wonderland,1973,
329432,That Girl Montana,1921,
329433,That Goes Double,1933,
329435,That Green Stuff,1990,
329436,That Grip,1989,
329437,That Hagen Girl,1947,4.0
329438,That Hamilton Woman,1941,6.9
329439,That Historical Feeling,2002,
329440,That Houn' Dawg,1912,
329441,That I May Live,1937,
329442,That Inferior Feeling,1940,
329443,That Infernal Machine,1914,
329444,That Justice Be Done,1945,
329445,That Kind of Girl,1963,
329446,That Kind of Woman,1959,5.3
329447,That Lady,1955,5.1
329448,That Lady From Peking,1970,
329450,That Lady in Ermine,1948,5.0
329451,That Little Band of Gold,1915,
329452,That Little Monster,1994,6.3
329453,That Love Might Last,1921,
329454,That Loving Man,1912,
329456,That Lucky Touch,1975,4.4
329457,That Mail Order Suit,1913,
329458,That Man Bolt,1973,4.5
329459,That Man Is Pregnant!,1972,
329460,That Man Jack!,1925,
329461,That Man Mr. Impossible,1968,
329462,That Man of Mine,1947,
329463,That Man's Here Again,1937,5.3
329464,That Marino Thing,1999,6.4
329465,That Marvellous Gramophone,1909,
329466,That Men May Live,1944,
329467,That Midnight Kiss,1949,6.7
329468,That Minstrel Man,1914,
329469,That Model from Paris,1926,
329470,That Moment: Magnolia Diary,2000,
329471,That Mothers Might Live,1938,
329472,That Mouse,1967,
329473,That Murder in Berlin,1929,
329474,That Nasty Sticky Stuff,1908,
329475,That Night,1917,
329476,That Night,1928,
329477,That Night,1992,5.8
329478,That Night,1996,7.2
329479,That Night in London,1932,
329480,That Night in Rio,1941,6.5
329481,That Night with You,1945,
329482,That Night!,1957,8.9
329483,That Old Can of Mine,1924,
329484,That Old Feeling,1997,5.6
329485,That Old Fool,1923,
329486,That Old Gang of Mine,1925,
329487,That Old Gang of Mine,1931,
329488,That Old One,2002,
329490,That Ole Black Magic,1988,
329491,That Oriental Game,1924,
329492,That Other Girl,1913,
329493,That Other Woman,1942,
329494,That Pair from Thespia,1913,
329495,That Poor Damp Cow,1915,
329496,That Ragtime Band,1913,
329497,That Rascal,1932,
329498,That Red-Headed Hussy,1929,
329499,That Reminds Me,1919,
329500,That Rhythm... Those Blues,1988,
329501,That Riviera Touch,1966,5.5
329502,That Royle Girl,1925,
329503,That Secret Sunday,1986,
329504,That Sharp Note,1916,
329505,That Sinking Feeling,1973,
329506,That Sinking Feeling,1980,6.2
329507,That Sinking Feeling,2000,
329508,That Skating Carnival,1910,
329509,That Something,1920,
329510,That Sort,1916,
329511,That Special Magic,2001,
329512,That Springtime Feeling,1915,
329513,That Strange Person,1998,6.4
329514,That Summer,1979,6.0
329515,That Summer in LA,2000,4.5
329516,That Sun,2003,
329517,That Sunday,1994,
329518,That Tender Touch,1969,4.8
329519,That Tennessee Beat,1966,5.0
329520,That Texas Jamboree,1946,
329521,That Thing We Do,2002,8.9
329522,That Thing You Do!,1996,6.6
329523,That Time,2000,7.2
329524,That Time of Year (2004/I),2004,
329525,That Time of Year... (2004/II),2004,
329526,That to You,1991,
329527,That Touch of Mink,1962,6.6
329528,That Uncertain Feeling,1941,6.8
329529,That Was Rock,1984,
329530,That Was Then...,1999,
329531,That Was Then... This Is Now,1985,5.5
329532,That Was You,1998,
329533,That Way with Women,1947,
329534,That Wild West,1924,
329535,That Winsome Winnie Smile,1911,
329536,That Woman,1922,
329537,That Woman Opposite,1957,5.4
329538,That Wonderful Urge,1948,6.5
329541,That'll Be the Day,1973,6.5
329542,That's a Family,2000,
329543,That's a Good Girl,1933,
329544,That's a Lero-Lero,1994,
329545,That's a Wrap,2004,
329546,That's Action,1977,4.9
329547,That's Action,1991,
329548,That's Adequate,1989,4.5
329549,That's All,1993,
329550,That's All Right,1989,
329551,That's All We Need,1971,
329552,That's Amore!,2005,
329553,That's Black Entertainment,1990,8.4
329554,That's Black Entertainment: Actors,2002,
329555,That's Black Entertainment: Comedians,2002,
329556,That's Black Entertainment: Westerns,2002,
329557,That's Carry On,1977,5.7
329558,That's Country,1977,
329559,That's Cunning! Shijo saidai no sakusen,1996,
329560,That's Dancing!,1985,6.9
329561,That's Done It,1915,
329562,That's Entertainment!,1974,7.5
329563,That's Entertainment! III,1994,7.3
329564,That's Entertainment! III Behind the Screen,1994,
329565,"That's Entertainment, Part II",1976,7.2
329566,That's Erotic,1979,
329567,That's Erotica,1976,
329568,That's Fair Enough,1914,
329569,That's Good,1919,
329570,That's Gratitude,1934,
329571,That's Happiness,1911,
329572,That's Him,1918,
329573,That's His Weakness,1930,
329574,That's Hollywood,1972,
329575,That's Incredible Special!,2002,
329576,That's Incredible: The Reunion Part 2,2003,
329577,That's Independent!,2004,
329578,That's Just Wrong,2004,
329579,That's Life!,1986,5.6
329580,That's Life: The Truth Is Out There,1999,
329581,That's Me,1963,
329582,That's More Entertainment!,1995,
329583,That's My Baby,1926,
329584,That's My Baby,1932,
329585,That's My Baby,1944,
329586,That's My Baby!,1984,
329587,That's My Boy,1932,2.5
329588,That's My Boy,1951,5.4
329589,That's My Daddy,1928,
329591,That's My Face,2001,8.1
329592,That's My Gal,1947,
329593,That's My Man,1947,4.8
329594,That's My Mommy,1955,5.9
329595,That's My Pup!,1953,7.0
329596,That's My Story!,1937,
329597,That's My Uncle,1934,
329598,That's My Wife,1929,7.5
329599,That's My Wife,1933,
329600,"That's No Lady, That's Notre Dame",1966,
329601,That's Our Baby,1975,
329603,That's Porno,1980,
329604,That's Rich,1924,
329605,That's Right - You're Wrong,1939,5.7
329606,That's roman porno: megami-tachi no hohoemi,1988,
329607,That's Sexploitation,1973,
329608,That's Show Biz,1962,
329609,That's Show Business,1967,
329610,That's Showbiz,1973,
329611,That's That,1928,
329612,That's the Price,1970,
329613,That's the Spirit,1924,
329614,That's the Spirit,1933,7.1
329615,That's the Spirit,1937,
329616,That's the Spirit,1945,
329617,That's the Ticket,1940,
329618,That's the Way of the World,1975,5.4
329619,That's What Friends Are for: Arista's 15th Anniversary Concert,1989,
329620,That's Why I Left You,1943,5.9
329621,That's Why!,2004,
329622,That's Your Funeral,1972,2.8
329624,Thatcher: The Final Days,1991,
329625,Thatcherworld,1993,
329626,Thathamme Poocha Poocha,1984,
329627,Thathayya Premaleelalu,1980,
329628,Thatta Kedona: The Toy Village of Pakistan,2005,
329629,Thattakam,1998,
329630,"Thaumaturge chinois, Le",1904,6.1
329631,Thaumetopoea,1960,
329632,"Thaumetopoea, la vie des chenilles processionnaires du pain et leur extermination contrle",1961,
329633,Thavalam,1983,
329634,Thavam,1985,
329635,Thavaputhalvan,1972,
329636,"Thavma tis megaloharis, To",1965,
329637,"Thavmatopoios, O",1969,
329638,Thaw,2000,8.2
329640,Thaw and the Spider,1913,
329641,Thawrat al banat,1964,
329642,Thawrat al Yaman,1966,
329643,Thawrat el madina,1956,
329644,Thaye Unakkaga,1966,
329645,Thayer's Quest,1984,
329646,Thayi Mamathe,1985,
329647,Thayi Pirandhal,1974,
329648,Thayi Pongal,1980,
329649,Thayi Thangai Pasam,1995,
329650,Thayi Ullam,1952,
329651,Thayilla Pillai,1961,
329652,Thayin Karunai,1962,
329653,Thazhavaram,1990,
329654,Thazhuvaatha Kaigal,1986,
329655,Thazhvara,2001,
329656,Thas,2004,
329657,The Biasinis - en italiensk familietrup,1972,
329658,The call girl: jochi no ori,1978,
329659,The Cave - Die Hhle,2003,
329660,"The end, ltimos diez minutos",1992,
329661,The fairy queen (La reine des fes),1989,
329662,The julekalender - afsnit 25,1991,
329663,The last border - viimeisell rajalla,1993,5.1
329664,The sekkan: bangai-hen,1986,
329665,The sekkan: tosui-hen,1986,
329666,The spiders no daishin-geki,1968,
329667,The spiders no daisd,1968,
329668,The Time is now - Jetzt ist die Zeit,1987,
329669,The Turn of the Screw - Die Drehung der Schraube,1990,
329670,The Wild East - Portrt af en storbynomade,2002,
329671,The... Copanoi,1989,7.3
329672,Thea und Nat,1992,
329673,Thea Witt macht nicht mit,1995,
329674,Theater Dark Video Magazine,1996,
329675,Theater in Trance,1981,7.8
329676,Theater of Time,1996,
329677,Theater Service,1974,
329678,"Theater van het geheugen, Het",1982,
329679,Theater: Candida,1999,
329680,Theater: Der Hexer,1999,
329681,Theater: Die Mwe,1990,
329682,Theater: Faust I,1998,
329683,Theater: Momo,1999,
329684,"Theaterbesuch, Der",1934,7.8
329685,"Theaterdirecteur, De",1965,
329686,Theaterdonner,1995,
329687,Theatereality,1993,
329688,"Theatermacher, Der",1990,
329689,"Theaterprinz, Der",1917,
329690,"Theatre Hat, The",1897,
329691,Theatre Hats Off,1897,
329692,Theatre of Blood,1973,7.1
329693,Theatre of Death,1966,5.2
329694,Theatre of Seduction,1990,
329695,Theatre of Seduction 2,1990,
329696,"Theatre of the Absurd: Luigi Pirandello, Six Characters in Search of an Author",1976,
329697,Theatre of War,1990,
329698,"Theatre Road, Yokohama",1898,
329699,Theatre Royal,1943,
329700,"Theatrical Booking Office, A",1927,
329701,Theatrical Collage,1976,
329702,"Theatro tou Peiraia, To",1995,
329703,TheCampusHouse.com,2002,
329704,Theda Bara and William Fox,2001,
329705,Thedi Vanda Mappillai,1970,
329706,Thedi Vandha Raasa,1995,
329707,Thedi Vantha Selvam,1958,
329708,Thee,1981,
329709,Thee Choola,1982,
329710,Thee Jwaala,1983,
329711,"Thee mou, dos' mou to fos mou",1963,
329712,Theekattu,1987,
329713,Theekkadal,1980,
329714,Theekkali,1981,
329716,Theen,2001,
329717,Theenalangal,1980,
329718,Theennal Thedunna Poovu,1984,
329719,Theeraatha Bandhangal,1982,
329720,Theeram Thedunna Thira,1983,
329721,Theeram Thedunnavar,1980,
329722,Theerangal,1978,
329723,Theere Pratheekshikkathe,1984,
329724,Theerpu,1982,
329725,Theerpugal Thirutha Padalam,1982,
329726,Theertha Karayinile,1987,
329727,Theertha Yathra,1972,
329728,Theerthadanam,2001,
329729,Theertham,1987,
329730,Theerumanam,1984,
329731,Theeviravaathi,2000,
329732,Theft,1897,
329733,"Theft of the Crown Jewels, The",1914,
329734,"Theia apo to Sikago, I",1957,8.9
329735,"Theia mou i hipissa, I",1970,7.5
329736,"Theios apo ton Kanada, O",1959,
329737,"Theios mou o Ippokratis, O",1972,
329739,Their Agreement,1915,
329740,Their Anniversary,1916,
329741,Their Awful Predicament,1916,
329742,Their Bewitched Elopement,1915,
329743,Their Big Moment,1934,
329744,Their Burglar,1911,
329745,Their Burglar,1917,
329746,Their Charming Mama,1911,
329747,Their Cheap Vacation,1914,
329748,Their Cheatin' Ways,1999,
329749,Their Child,1910,
329750,Their Children's Approval,1912,
329751,Their Compact,1917,
329752,Their Dark Secret,1916,
329753,Their Divorce,1916,
329754,Their Divorce Suit,1915,
329755,Their Dizzy Days,1944,
329756,Their Domestic Deception,1917,
329757,Their Eyes Were Watching God,2005,
329758,Their Fates Sealed,1911,
329759,Their First,1916,
329760,Their First Acquaintance,1914,
329761,Their First Anniversary,1914,
329762,Their First Arrest,1916,
329763,Their First Divorce Case,1911,
329764,Their First Execution,1913,
329765,Their First Kidnapping Case,1912,
329766,Their First Love,1918,
329767,Their First Mistake,1932,7.3
329768,Their First Misunderstanding,1911,
329769,Their First Quarrel,1915,
329770,Their First Tintype,1920,
329771,Their First Vacation,1922,
329772,"Their Friend, the Burglar",1915,
329773,Their Golden Anniversary,1912,
329774,Their Golden Wedding,1915,
329775,Their Happy Honeymoon,1915,
329776,Their Happy Little Home,1915,
329777,Their Hero Son,1912,
329778,Their Honeymoon,1914,
329779,Their Honeymoon,1916,
329780,Their Hour,1915,
329781,Their Hour,1928,
329782,Their Husbands,1913,
329783,Their Idols,1912,
329784,Their Imperial Majesties in Bombay,1911,
329785,Their Imperial Majesties in Calcutta,1912,
329786,Their Imperial Majesties in Delhi,1911,
329787,Their Island of Happiness,1915,
329788,Their Last Bean,1939,
329789,Their Last Chance,1911,
329790,Their Last Haul,1915,
329791,Their Little Ones,1914,
329792,Their Love Growed Cold,1923,
329793,Their Mad Moment,1931,
329794,Their Majesties the King and Queen,1901,
329795,Their Masterpiece,1913,
329796,Their Mutual Child,1920,
329797,Their Mutual Friend (1913/I),1913,
329798,Their Mutual Friend (1913/II),1913,
329799,Their Mutual Motor,1918,
329800,Their Neighbor's Baby,1918,
329801,Their New Lodger,1914,
329802,Their New Roots,1959,
329803,Their Night Out,1933,
329804,Their One Day's Work,1912,
329805,Their One Good Suit,1913,
329806,Their One Love,1915,
329807,Their Only Chance,1975,
329808,Their Only Son,1911,
329809,Their Own Desire,1929,6.2
329810,Their Parents,1913,
329811,Their Parents' Kids,1914,
329812,Their Promise,1913,
329813,Their Purple Moment,1928,7.4
329814,Their Quiet Honeymoon,1915,
329815,Their Roots Run Deep,1968,
329816,Their Second Chance,1997,
329817,Their Secret,1915,
329818,Their Social Smash,1916,
329819,Their Social Splash,1915,
329820,Their Sporting Blood,1918,
329821,Their Steady Job,1922,
329822,Their Stepmother,1913,
329823,Their Two Kids,1913,
329824,Their Ups and Downs (1914/I),1914,
329825,Their Ups and Downs (1914/II),1914,
329826,Their Vacation,1914,
329827,Their Vacation,1916,
329828,Their Waterloo,1913,
329829,Their Wive's Indiscretion,1913,
329830,Their Wives' Vacation,1930,
329831,Thekkan Kattu,1973,
329832,Thekkekara Super Fast,2004,
329833,Thelma & Louise,1991,7.3
329834,Thelma & Louise: The Last Journey,2003,
329835,Thelma,1910,
329836,Thelma,1912,
329837,Thelma,1918,
329838,Thelma,1922,
329839,Thelma,2002,6.0
329840,Thelo na sou po,1989,
329841,Thelo na ziso ston ilio,1966,
329842,Thelo piso to paidi mou,1969,
329843,"Thelonious Monk: Straight, No Chaser",1989,7.5
329844,Them,1996,
329845,Them Down There,1968,
329846,Them Eyes,1919,
329847,Them Nice Americans,1958,
